anime_id;Name;Score;Genres;English name;Japanese name;sypnopsis;Type;Episodes;Aired;Premiered;Producers;Licensors;Studios;Source;Duration;Rating;Ranked;Popularity;Members;Favorites;Watching;Completed;On-Hold;Dropped
21273;Gochuumon wa Usagi Desu ka?;752;Slice of Life, Comedy;Is the Order a Rabbit?;ご注文はうさぎですか？;"Kokoa Hoto is a positive and energetic girl who becomes friends with anyone in just three seconds. After moving in with the Kafuu family in order to attend high school away from home, she immediately befriends the shy and precocious granddaughter of Rabbit House cafe's founder, Chino Kafuu, who is often seen with the talking rabbit, Tippy, on her head. After beginning to work as a waitress in return for room and board, Kokoa also befriends another part-timer, Rize Tedeza, who has unusual behavior and significant physical capabilities due to her military upbringing; Chiya Ujimatsu, a waitress from a rival cafe who does everything at her own pace; and Sharo Kirima, another waitress at a different cafe who has the air of a noblewoman despite being impoverished. With fluffy silliness and caffeinated fun, Gochuumon wa Usagi Desu ka? is a heartwarming comedy about five young waitresses and their amusing adventures in the town they call home.";TV;12;Apr 10, 2014 to Jun 26, 2014;2014;Frontier Works, Sotsu, Magic Capsule, Showgate, Houbunsha, NBCUniversal Entertainment Japan, RAY;Sentai Filmworks;White Fox;4-koma manga;23 min. per ep.;PG-13 - Teens 13 or older;15160;801;185607;1965;12693;88005;7505;7596
21327;Isshuukan Friends.;757;Slice of Life, Comedy, School, Shounen;One Week Friends;一週間フレンズ。;"Sixteen-year-old Yuuki Hase finally finds the courage to speak to his crush and ask her if she wants to become friends. The object of his affection, Kaori Fujimiya, is a quiet and reserved girl who cuts herself off from everyone and does not spare him the same blunt rejection she gives everybody else. Some time after, Yuuki finds her eating lunch on the roof where she secludes herself during break. He decides to start meeting with Kaori every day in the hopes of beginning to understand her better. The more time they spend together, the more she begins to open up to him. However, nearing the end of the week, she starts to push him away once more. It is then revealed to him the reason for Kaori's cold front: at the end of the week, her memories of those close to her, excluding her family, are forgotten, as they are reset every Monday. The result of an accident in middle school, the once popular and kind Kaori is now unable to make friends in fear of hurting the people dear to her. Determined to become more than just one week friends, Yuuki asks her the exact same question each Monday: ""Would you like to be friends?"" Because he knows that deep down, Kaori wishes for that more than anything.";TV;12;Apr 7, 2014 to Jun 23, 2014;2014;Nihon Ad Systems, Pony Canyon, DAX Production, TOHO animation;Sentai Filmworks;Brain's Base;4-koma manga;23 min. per ep.;PG-13 - Teens 13 or older;13750;580;251774;1147;13489;150900;9967;9126
21353;Tokyo ESP;657;Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen;Tokyo ESP;東京ESP;"ka Urushiba works part time as a waitress to help out her unemployed father. By all accounts, her life in Tokyo is a relatively normal one—but her sense of normalcy begins to fade when she inexplicably sees a flying penguin one day. Chasing it all the way to the top of a building, she encounters more surprises, including flying goldfish and another person—a classmate named Kyoutarou Azuma—who can also see these strange things. After Rinka passes out when a goldfish phases through her, she wakes up an esper with the ability to phase her body through solid matter. However, her newfound ability is not the only strange thing about her: when she uses her powers, her hair turns white. Deciding reluctantly to use this new gift to help the city, she becomes Tokyo's new hero, dubbed the ""White Girl."" Along with Kyoutarou, who gained the power of teleportation, Rinka begins righting the wrongs in the city while fighting other espers who have much less noble intentions.";TV;12;Jul 12, 2014 to Sep 27, 2014;2014;Lantis, Rakuonsha, KlockWorx, Tokyo MX;Funimation;Xebec;Manga;24 min. per ep.;R - 17+ (violence & profanity);55220;1001;148430;189;9342;82508;6457;13231
21405;Bokura wa Minna Kawai-sou;772;Slice of Life, Comedy, Romance, School, Seinen;The Kawai Complex Guide to Manors and Hostel Behavior;僕らはみんな河合荘;"Kazunari Usa is a high school freshman who will start living alone due to his parents now working in a different area. Excited for his new independent life, he hopes to go about his teenage days without the worry of dealing with any strange people, but as he soon discovers, his new boarding house Kawai Complex is far from ordinary. The various tenants at Kawai Complex are all quite eccentric characters. Shirosaki, Kazunari's roommate, is a pervert and masochist; Mayumi Nishikino, a borderline alcoholic office lady, hates couples because of her unfortunate luck with men; and Sayaka Watanabe, a seemingly innocent college student, enjoys leading men on. Shocked with the lack of decent individuals at his new residence, Kazunari is about to leave when he runs into shy senior student Ritsu Kawai and finds himself slowly falling in love with her.";TV;12;Apr 4, 2014 to Jun 20, 2014;2014;TBS;Sentai Filmworks;Brain's Base;Manga;24 min. per ep.;PG-13 - Teens 13 or older;9770;458;306236;1957;13208;203521;6910;8123
21431;Gokukoku no Brynhildr;692;Drama, Mystery, Sci-Fi, Seinen;Brynhildr in the Darkness;極黒のブリュンヒルデ;Venturing into the wilderness, the skeptical Ryouta Murakami and the ambitious Kuroneko were on a quest to prove the existence of extraterrestrial life when a tragic accident occurred, reaping Kuroneko of her life and leaving Ryouta in a critically injured state. Ten years have passed since the disaster, and Ryouta is now living a normal life in high school. He vows to prove that aliens are real in honor of his late friend. A transfer student named Neko Kuroha unexpectedly arrives one day, bearing a striking resemblance to the late Kuroneko—even sharing a similar name. Most mysteriously, she seems to possess supernatural powers. As Ryouta takes more interest in Neko, he is drawn into a deadly world where dangerous scientists hunt magic-wielding witches that have escaped from their secret research laboratory. Neko is one of these escapees, but there are many others who are in similar situations, and it's up to Ryouta to protect them from their would-be captors.;TV;13;Apr 6, 2014 to Jun 29, 2014;2014;VAP;Sentai Filmworks;Arms;Manga;23 min. per ep.;R+ - Mild Nudity;39260;505;280819;1091;12655;181913;6967;11136
21437;Buddy Complex;717;Action, Sci-Fi, Mecha;Buddy Complex;バディ・コンプレックス;"hen ordinary high school student Aoba Watase is suddenly targeted by a giant robot known as a ""Valiancer,"" he is saved by his mysterious classmate Hina Yumihara. After revealing that she and their robotic enemy are from the future, Hina suddenly propels Aoba 70 years forward in order to prevent his death. Upon arrival, Aoba finds himself in the cockpit of a Valiancer called ""Luxon,"" stuck in the midst of a firefight between the military forces of the Free Pact Alliance (FPA) and Zogilia Republic. After he shows high compatibility with an FPA pilot named Dio Weinberg, the two perform a successful ""coupling,"" allowing them to share experiences and subsequently increase their capabilities and skills. Although Aoba is able to survive this unexpected battle, he is taken into custody by the FPA ship Cygnus, who wishes to interrogate him. While the student's main concern is whether he will ever be able to return home, what he doesn't realize is that he is about to get caught up in a war to protect the world.";TV;13;Jan 6, 2014 to Mar 31, 2014;2014;Bandai Visual, Lantis, Bandai Namco Live Creative, Bandai Namco Games, Banpresto, Bandai Channel;Funimation;Sunrise;Original;24 min. per ep.;PG-13 - Teens 13 or older;29010;1789;72349;201;3552;45976;2017;3863
21439;Uta no☆Prince-sama♪ Maji Love Revolutions;704;Comedy, Harem, Music, Romance, School, Shoujo;Uta no Prince Sama Revolutions;うたの☆プリンスさまっ♪マジLOVEレボリューションズ;The third anime adaptation of the otome game Uta no☆Prince-sama♪ . Starish are given new assignments in newly divided teams, and they do their best in order to try and impress Shining Saotome into allowing their entry to SSS, a top level music contest. Meanwhile, Haruka works with the Quartet Night.;TV;13;Apr 5, 2015 to Jun 28, 2015;2015;Showgate, King Records;Sentai Filmworks;A-1 Pictures;Visual novel;24 min. per ep.;PG-13 - Teens 13 or older;34900;2273;49449;258;3172;29961;1961;2234
21511;Kantai Collection: KanColle;688;Action, Military, Sci-Fi, Slice of Life, School;KanColle:Kantai Collection;艦隊これくしょん -艦これ-;"h the seas under constant threat from the hostile ""Abyssal Fleet,"" a specialized naval base is established to counter them. Rather than standard naval weaponry, however, the base is armed with ""Kanmusu""—girls who harbor the spirits of Japanese warships—possessing the ability to don weaponized gear that allows them to harness the powerful souls within themselves. Fubuki, a young Destroyer-type Kanmusu, joins the base as a new recruit; unfortunately for her, despite her inexperience and timid nature, she is assigned to the famous Third Torpedo Squadron and quickly thrust into the heat of battle. When she is rescued from near annihilation, the rookie warship resolves to become as strong as the one who saved her.";TV;12;Jan 8, 2015 to Mar 26, 2015;2015;flying DOG;Funimation, Crunchyroll;Diomedéa;Game;24 min. per ep.;PG-13 - Teens 13 or older;41150;795;187671;1439;11328;96281;6976;12803
21561;Ryuugajou Nanana no Maizoukin (TV);719;Adventure, Comedy, Mystery, Supernatural;Nanana's Buried Treasure;龍ヶ嬢七々々の埋蔵金;"Nanae Island is a man-made island in the Pacific Ocean that holds everything necessary for the proper education and training of children. It was created by the Great Seven, a group of adventurers headed by Nanana Ryuugajou, as a place for the young to chase their dreams. After being disowned and exiled by his family, high school student Juugo Yama arrives on this island, happy to finally be free of his father. Upon moving into his new room, he discovers the ghost of Nanana Ryuugajou, bound to the island after her unsolved murder 10 years ago. Nanana tells Juugo that, just before her death, she hid items with unique and mysterious powers all across the island—items known as the Nanana Collection. Hoping to uncover clues that will help him find the culprit behind her death, Juugo, with the help of self-proclaimed ""Master Detective"" Tensai Ikkyuu and her cross-dressing maid Daruku Hoshino, sets out on his search.";TV;11;Apr 11, 2014 to Jun 20, 2014;2014;Aniplex, Dentsu, Movic, Fuji TV, BIGLOBE, Kyoraku Industrial Holdings;Aniplex of America;A-1 Pictures;Light novel;23 min. per ep.;PG-13 - Teens 13 or older;28150;762;195516;315;11301;110062;5664;6817
21563;Kamigami no Asobi;709;Harem, Supernatural, Romance, Fantasy, Shoujo;Kamigami no Asobi;神々の悪戯;"fter discovering a mysterious sword in the storehouse of her home, third-year high school student Yui Kusanagi finds herself suddenly transported to a different world. While exploring her new surroundings, she meets five strange yet handsome men before coming face to face with Zeus: the king of the gods. In order to restore the deteriorating relationship between the gods and humans, Zeus has created the Academy of the gods and has chosen Yui to be its one and only instructor. She has one year to educate the young and reluctant deities—including the five strangers she met earlier—on what it means to be human while learning about the gods herself; otherwise, they will all be trapped in Zeus' realm forever.";TV;12;Apr 6, 2014 to Jun 22, 2014;2014;Frontier Works, Broccoli, Movic, Showgate;Sentai Filmworks;Brain's Base;Visual novel;23 min. per ep.;PG-13 - Teens 13 or older;32580;1241;116969;784;6342;71854;3322;7043
21603;Mekakucity Actors;708;Sci-Fi, Comedy, Super Power, Supernatural, Romance;MEKAKUCITY ACTORS;メカクシティアクターズ;"On the hot summer day of August 14, Shintarou Kisaragi is forced to leave his room for the first time in two years. While arguing with the cyber girl Ene who lives in his computer, Shintarou Kisaragi accidentally spills soda all over his keyboard. Though they try to find a replacement online, most stores are closed due to the Obon festival, leaving them with no other choice but to visit the local department store. Venturing outside makes Shintarou extremely anxious, but the thought of living without his computer is even worse. It's just his luck that on the day he finally goes out, he's caught in a terrifying hostage situation. Luckily, a group of teenagers with mysterious eye powers, who call themselves the ""Mekakushi Dan,"" assist Shintarou in resolving the situation. As a result, he is forced to join their group, along with Ene. Their abilities seem to be like pieces of a puzzle, connecting one another, and as each member's past is unveiled, the secret that ties them together is slowly brought to light.";TV;12;Apr 13, 2014 to Jun 29, 2014;2014;Aniplex, 1st PLACE, Tokyo MX, BS11;Aniplex of America;Shaft;Music;23 min. per ep.;PG-13 - Teens 13 or older;32950;354;373894;3758;21852;219659;15364;20617
21677;Captain Earth;642;Action, Mecha, Romance, Sci-Fi, Space;Captain Earth;キャプテン・アース;One night, right before summer vacation, Manatsu Daichi, a second-year in high school, sees a weird round rainbow floating in the sky above Tanegashima and ventures there alone. He has seen this rainbow before. With the memories of his father's mysterious death and an encounter of a strange boy and girl, Daiji arrives on the island while the alarm of a building labeled Earth Engine is going off. Someone asks him if he is a captain, just as robotic intruders from Uranus called Kill-T-Gang arrive. The battle around the shining stars is about to begin. (Source: ANN);TV;25;Apr 6, 2014 to Sep 21, 2014;2014;Avex Entertainment, Dentsu, Shochiku, Mainichi Broadcasting System, Bandai Namco Entertainment, Good Smile Company, A-Sketch;Sentai Filmworks;Bones;Original;24 min. per ep.;PG-13 - Teens 13 or older;62920;1991;60199;82;5320;24546;4421;10881
21681;Hanayamata;733;Slice of Life, Comedy, School;Hanayamata;ハナヤマタ;Naru Sekiya is an average 14-year-old girl with average intelligence, average athleticism, and average talents. She once had hopes that starting high school would change all that. Unfortunately, the reality could not be further from the truth and she remains a wallflower. Why can't real life be like fairy tales where a handsome prince lifts a poor girl from obscurity and transforms her into a dazzling princess? Her average student life changes when she meets a blonde girl dancing on top of a gate to a shrine. Naru assumes the girl is a fairy, but it turns out she's just a regular girl, too. But it also just so happens that she's a transfer student named Hana from America who fell in love with yosakoi, a type of dance, and came to Japan with the intention to start her own club! Excited that she's classmates with the girl she met the night before, Hana tries to recruit Naru to become the first member of the brand new yosakoi club. Too bad the thought of dancing in front of everyone terrifies her! Can Hana convince Naru to join the club? Will Naru fall in love with yosakoi? Find out in Hanayamata !;TV;12;Jul 8, 2014 to Sep 23, 2014;2014;TV Tokyo, Avex Entertainment, Sotsu, Movic, AT-X, DIVE II Entertainment, Bandai Namco Games;Sentai Filmworks;Madhouse;Manga;24 min. per ep.;PG-13 - Teens 13 or older;22170;1480;93655;351;5907;40773;4123;5565
21729;Cardfight!! Vanguard: Legion Mate-hen;679;Action, Adventure, Demons, Game, Shounen;Cardfight!! Vanguard Legion Mate;カードファイト!! ヴァンガード レギオンメイト編;"Several days after the mortal battle against Link Joker which embroils the whole world, the world has returned to peace. But Kai Toshiki faces a surprising situation. Sendou Aichi, the hero who saved the world from the invasion of Link Joker, has suddenly disappeared. In addition, everyone's memory about Aichi is lost...Almost all hints have been lost, and Kai starts to search Aichi with ""Blaster Blade"" and the deck of Royal Paladin, the only existing hint and the proof of their bonds. Kai is approached by fighters who call themselves ""Quatre Knights"". The four---Gaillard, Neve, Ratie and Sarah---are fighters with world-class power in vanguard fights. They control mysterious power and urge Kai to give up searching Aichi. What is their purpose...!? And what is their relationship with Aichi...!? Kai, with the new power ""Legion"" in his hand, fights to take Aichi back. Now, the war has begun! (Source: Cardfight!! Vanguard Wikia)";TV;33;Mar 9, 2014 to Oct 19, 2014;2014;Dentsu, Sotsu, Bushiroad;Unknown;TMS Entertainment;Original;24 min. per ep.;PG-13 - Teens 13 or older;44820;4564;11879;36;521;8154;353;456
21743;Donten ni Warau;752;Action, Historical, Shoujo, Supernatural;Laughing Under the Clouds;曇天に笑う;hen swords were outlawed in the eleventh year of the Meiji Era, the mighty samurai population began to dwindle. Those who rejected the ban on blades rebelled, causing violent unrest to erupt throughout the countryside. To combat the rise in criminal activity, an inescapable lake prison was constructed. Three young men, born of the Kumoh line, were given the duty of delivering criminals to their place of confinement—but could there be more to their mission than meets the eye? (Source: FUNimation);TV;12;Oct 4, 2014 to Dec 20, 2014;2014;VAP, Nippon Television Network;Funimation;Doga Kobo;Manga;23 min. per ep.;PG-13 - Teens 13 or older;15100;1357;103752;707;6432;50019;4271;6093
21809;Kenzen Robo Daimidaler;617;Ecchi, Comedy, Mecha, Seinen;Daimidaler:Prince vs. Penguin Empire;健全ロボ ダイミダラー;"Battles continue between ""Penguin Empire"", the mysterious life form which arrived on earth all of a sudden, and ""Beauty Salon Prince"", the secret anti-Penguin organization. In order to fight Penguin Empire's gigantic ""Penguin Robot"", Beauty Salon Prince has developed their ultimate weapon, ""Daimidaler"", and is now looking for the pilot. They choose Koichi Madanbashi, a hot-blooded high school boy who is mad about big boobs, because he is the factor of ""Hi-ERo particles"", the source of unknown energy. (Source: Showgate)";TV;12;Apr 5, 2014 to Jun 21, 2014;2014;Genco, Lantis, AT-X, Showgate, Kadokawa;Funimation;TNK;Manga;24 min. per ep.;R+ - Mild Nudity;75160;2070;57459;78;4264;25003;2427;7120
21843;Shingeki no Bahamut: Genesis;767;Action, Adventure, Demons, Supernatural, Magic, Fantasy;Rage of Bahamut:Genesis;神撃のバハムート GENESIS;Thousands of years ago, the ancient dragon Bahamut wrought havoc upon the land of Mistarcia, a world where both gods and demons live amongst mankind. Working together to prevent the world's destruction, the rival deities barely managed to seal Bahamut, agreeing to split the key between them so that the dragon would remain eternally imprisoned. With the world safe from the destruction of Bahamut, it is business as usual for bounty hunters like Favaro Leone. Living a laid-back, self-serving lifestyle, the amoral Favaro goes about his work while on the run from fellow bounty hunter Kaisar Lidfard, a righteous man who swears vengeance upon Favaro. However, Favaro's carefree life is thrown into chaos when he meets Amira, a mysterious woman who holds half of the key to the world's fragile peace. Shingeki no Bahamut: Genesis tells the story of a group of unlikely heroes who find themselves caught in the middle of an epic clash between gods and demons, forced to carve their own path in the face of the imminent storm.;TV;12;Oct 6, 2014 to Dec 29, 2014;2014;NBCUniversal Entertainment Japan, Cygames;Funimation;MAPPA;Card game;24 min. per ep.;R - 17+ (violence & profanity);11070;416;330227;1556;19082;192178;10402;10401
21845;Ushinawareta Mirai wo Motomete;676;Sci-Fi, Drama, Romance, School;In Search of the Lost Future;失われた未来を求めて;Kaori Sasaki—a member of Uchihama Academy’s Astronomy Club—confesses to Sou Akiyama, but later that evening, she dies in a tragic road accident. Her friends and fellow club members mourn her death in a local hospital. Yet she shows up to school the following day, and no one senses anything amiss. The day finishes without any unusual incidents, and the group of friends plans for the upcoming cultural festival. Suddenly, the room is shaken by an unnatural earthquake. Everyone splits up to investigate—except for Nagisa Hanamiya, who stays behind. As everyone leaves, Nagisa notices that the odd relic-like cube that she was toying with starts emitting a strange blue light. Meanwhile, Sou stumbles upon an unconscious, naked girl lying in a pool of water. Ushinawareta Mirai wo Motomete follows the Astronomy Club’s increasingly bizarre adventures—from dealing with ghosts to quelling unrests between student clubs. All the while, they unravel the circumstances behind the sudden appearance of a new transfer student.;TV;12;Oct 4, 2014 to Dec 20, 2014;2014;Starchild Records;Funimation;feel.;Visual novel;23 min. per ep.;PG-13 - Teens 13 or older;46530;1703;78179;157;5260;34980;3428;7080
21855;Hanamonogatari;799;Mystery, Comedy, Supernatural;Hanamonogatari;花物語;"Now that Koyomi Araragi and Hitagi Senjougahara have graduated, very few familiar faces remain at Naoetsu Private High School, one of them being Kanbaru Suruga, holder of the Monkey's Paw. When she begins to hear talk of a mysterious being known as the ""Devil,"" who will magically solve any problem, she immediately thinks these rumors are about her and decides to investigate. She discovers the Devil is actually Rouka Numachi, a former rival from junior high who is providing free advice to those who seek her out now that she is no longer able to play basketball due to a leg injury. Acting as a collector of misfortune, she enjoys relieving the stress of her clients by providing them with the false hope of having their problems solved. Although Kanbaru sees no real harm being done, she reprimands Rouka for lying and heads home, relieved she is not the cause of the rumors. But when she finds that her left hand has reverted back to its human form, she may have a reason to worry after all...";TV;5;Aug 16, 2014;2014;Aniplex, Kodansha;Aniplex of America;Shaft;Light novel;25 min. per ep.;R - 17+ (violence & profanity);5520;426;326419;1168;8132;233486;3805;1528
21863;Mangaka-san to Assistant-san to The Animation;718;Harem, Slice of Life, Comedy, Ecchi, Seinen;The Comic Artist and His Assistants;マンガ家さんとアシスタントさんと THE ANIMATION;Yuuki Aito is a perverted manga artist who appreciates panties, wishing to draw as many as he can. Being surrounded by numerous female assistants, he is constantly asking to use them as references for the manga he draws. Although Aito has an extremely degenerate mind, he can also be a very kind, generous, and helpful person. The duality of his behavior confuses his assistants—do they love the considerate side of him that he rarely displays, or do they hate him for the perverted thoughts he has most of the time?;TV;12;Apr 8, 2014 to Jun 24, 2014;2014;Lantis, Magic Capsule, Showgate;Sentai Filmworks;Zexcs;Manga;13 min. per ep.;PG-13 - Teens 13 or older;28570;661;220260;403;10965;139968;5241;8016
21881;Sword Art Online II;679;Action, Game, Adventure, Romance, Fantasy;Sword Art Online II;ソードアート・オンライン II;ar after escaping Sword Art Online, Kazuto Kirigaya has been settling back into the real world. However, his peace is short-lived as a new incident occurs in a game called Gun Gale Online, where a player by the name of Death Gun appears to be killing people in the real world by shooting them in-game. Approached by officials to assist in investigating the murders, Kazuto assumes his persona of Kirito once again and logs into Gun Gale Online, intent on stopping the killer. Once inside, Kirito meets Sinon, a highly skilled sniper afflicted by a traumatic past. She is soon dragged in his chase after Death Gun, and together they enter the Bullet of Bullets, a tournament where their target is sure to appear. Uncertain of Death Gun's real powers, Kirito and Sinon race to stop him before he has the chance to claim another life. Not everything goes smoothly, however, as scars from the past impede their progress. In a high-stakes game where the next victim could easily be one of them, Kirito puts his life on the line in the virtual world once more.;TV;24;Jul 5, 2014 to Dec 20, 2014;2014;Aniplex, Genco, ASCII Media Works, Bandai Namco Games;Aniplex of America;A-1 Pictures;Light novel;23 min. per ep.;PG-13 - Teens 13 or older;44670;23;1437210;10339;65821;1199824;24610;67243
21939;Mushishi Zoku Shou;872;Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen;MUSHI-SHI -Next Passage-;蟲師 続章;"Perceived as strange and feared by man, over time the misshapen ones came to be known as Mushi. Although they harbor no ill intentions towards humans, many suffer from the side effects of their existence and strange nature; exploiting the Mushi without understanding them, even unintentionally, can lead to disaster and strife for any involved. Mushishi Zoku Shou continues the story of Mushishi Ginko on his journey to help the visible world to coexist with the Mushi. During his travels, Ginko discovers various gifted individuals—those cursed by circumstance and those maintaining a fragile symbiosis with the Mushi—inevitably confronting the question of whether humanity, talented and tortured alike, can manage the responsibility of the unseen. Moreover, as a Mushishi, Ginko must learn more about these strange beings and decide if he has the right to interfere with the complex relationships between Mushi and mankind.";TV;10;Apr 5, 2014 to Jun 21, 2014;2014;Aniplex, Kodansha, Delfi Sound;Aniplex of America;Artland;Manga;24 min. per ep.;PG-13 - Teens 13 or older;420;639;226522;1393;12585;113559;6095;2606
21995;Ao Haru Ride;767;Comedy, Drama, Romance, School, Shoujo, Slice of Life;Blue Spring Ride;アオハライド;Futaba Yoshioka used to be an attractive and popular middle-schooler—well liked by the opposite sex, but ostracized by the girls. Nevertheless, she was able to brush all that off, because the only opinion that truly mattered to her was that of Kou Tanaka, a classmate with whom she shared a shelter from rain once, followed by quite a few other precious and significant memories. She even succeeded at making plans to meet with the quiet and innocent boy at the summer festival, but a simple misunderstanding, and Tanaka's subsequent disappearance, left her walking the halls of her school friendless. Now in high school, Futaba is not your typical adolescent girl. Determined to become a class favorite this time, she avoids all unwanted attention and, instead of acting cute and feminine, only stands out through her tomboyish behavior and disheveled look. But still, her world is soon turned upside down when the only boy she ever liked unexpectedly comes into her life once again—except he goes by the name of Kou Mabuchi now, and it is not his name alone that has gone through a sea change.;TV;12;Jul 8, 2014 to Sep 23, 2014;2014;Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha, BS11, Animatic, Hakuhodo DY Media Partners, Sony PCL;Sentai Filmworks;Production I.G;Manga;23 min. per ep.;PG-13 - Teens 13 or older;11030;182;591908;7415;24757;421817;11951;13046
22043;Fairy Tail (2014);773;Action, Adventure, Comedy, Fantasy, Magic, Shounen;Fairy Tail Series 2;FAIRY TAIL（フェアリーテイル）;The Grand Magic Games reaches its climax following Natsu Dragneel and Gajeel Redfox's stunning victory over Sting Eucliffe and Rogue Cheney of the Sabertooth guild. This success pushes the Fairy Tail guild closer to being crowned the overall champions, but obtaining victory isn't the only challenge they face. A mystery still surrounds a hooded stranger and the ominous Eclipse Gate, leaving more questions than answers. More crazy adventures are on the horizon for Fairy Tail as their destructive antics and joyful rowdiness continue unabated. Their greatest trial is quickly approaching, but united as a family, the guild will always be ready to face any threat that comes their way.;TV;102;Apr 5, 2014 to Mar 26, 2016;2014;TV Tokyo, Dentsu;Funimation;A-1 Pictures, Bridge;Manga;24 min. per ep.;PG-13 - Teens 13 or older;9590;128;716382;11961;101344;440657;43729;50700
22101;Soredemo Sekai wa Utsukushii;767;Adventure, Romance, Fantasy, Shoujo;The World is Still Beautiful;それでも世界は美しい;In the Sun Kingdom, sunshine is part of its citizens' everyday lives, and rain is something that they have never even heard of. However, in a faraway land called the Rain Dukedom, the weather is reversed, and everybody has the power to create rain with their voices. Livius Ifrikia has conquered the entire world and expanded the Sun Kingdom's influence in the three short years since he was crowned king. Upon learning about the powers to create rain, Livius decides to marry Nike Remercier, one of the princesses of the Rain Dukedom. However, those outside the Sun Kingdom have spread a rumor that Livius is a cruel, ruthless, and tyrannical ruler, and as word reaches the princess, she begins to prepare herself for the worst. But when she finally meets her fiancé, Nike discovers that he is an entirely different person from what she originally expected.;TV;12;Apr 6, 2014 to Jun 29, 2014;2014;VAP, Hakusensha, Nippon Television Network;Sentai Filmworks;Studio Pierrot;Manga;22 min. per ep.;PG-13 - Teens 13 or older;11080;629;228677;1839;12039;139884;6959;9652
22135;Ping Pong the Animation;863;Drama, Psychological, Seinen, Sports;Ping Pong the Animation;ピンポン THE ANIMATION;"""The hero comes. The hero comes. The hero comes. Chant these words in your mind, and I'll surely come to you..."" This mantra is what Makoto Tsukimoto repeats as a source of motivation when he fights through the stress of not only grueling ping pong matches, but also in situations of his life. Makoto doesn't fight alone; he and his friend, Yutaka Hoshino, nicknamed Smile and Peco respectively, are two boys who have grown up playing ping pong together nearly every day. Peco, brimming with confidence, aims to be the best table tennis player in the world; Smile, on the other hand, shows little ambition. Nevertheless, the two have always stuck together, with a bond built upon their mutual love for this sport. Every year, students from all across Japan gather for the inter-high table tennis competition to achieve national and international stardom. Through intense training and competition, only the very best persevere. From the avant-garde director of Tatami Galaxy , Masaaki Yuasa, Ping Pong the Animation serves a tale of ambition with its fair share of bumps along the way. Whatever the odds, Peco and Smile will face them together.";TV;11;Apr 11, 2014 to Jun 20, 2014;2014;Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Science SARU;Funimation;Tatsunoko Production;Manga;23 min. per ep.;PG-13 - Teens 13 or older;590;545;265774;11436;11309;145309;7203;5683
22145;Kuroshitsuji: Book of Circus;813;Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen;Black Butler:Book of Circus;黒執事 Book of Circus;Full of wonder and excitement, the Noah's Arc Circus troupe has captured audiences with their dazzling performances. Yet these fantastic acts don't come without a price. Children have mysteriously gone missing around London, correlating to that of the groups' movements. Unsettled by these kidnappings, Queen Victoria sends in her notorious guard dog, Ciel Phantomhive, and his ever-faithful demon butler, Sebastian Michaelis, on an undercover mission to find these missing children. Trying to balance their new circus acts with their covert investigation under the big top, however, proves to be quite a challenge. With the other performers growing suspicious and the threat of the circus' mysterious benefactor looming overhead, what the two discover will shake Ciel to his very core.;TV;10;Jul 11, 2014 to Sep 12, 2014;2014;Aniplex, Square Enix, Mainichi Broadcasting System, Movic, DeNA;Funimation;A-1 Pictures;Manga;24 min. per ep.;R - 17+ (violence & profanity);3810;482;295450;3512;10731;220321;5208;4047
22147;Amagi Brilliant Park;752;Comedy, Drama, Fantasy, Magic;Amagi Brilliant Park;甘城ブリリアントパーク;"Seiya Kanie, a smart and extremely narcissistic high school student, believes that the beautiful but reserved Isuzu Sento has invited him on a date at an amusement park called Amagi Brilliant Park. Much to his chagrin, not only is the location a run-down facility, the supposed date is merely a recruitment tour where Sento and Princess Latifa Fleuranza, the owner of the theme park, ask him to become the park's new manager. Their cause for desperation? As stipulated in a land-use contract, Amagi has less than three months to meet a quota of 500,000 guests, or the park will be closed for good and the land redeveloped by a greedy real-estate company. Seiya is won over by the revelation that Amagi is no ordinary amusement park; many of its employees are Maple Landers—mysterious magical beings who live in the human world and are nourished by the energy created by people having fun. Entrusted with the hopes and dreams of this far-off enchanted land, Seiya must now use his many skills to bring Amagi back on its feet, or watch it crumble before his eyes.";TV;13;Oct 7, 2014 to Dec 26, 2014;2014;Avex Entertainment, TBS, DAX Production, flying DOG, Mobcast;Sentai Filmworks;Kyoto Animation;Light novel;24 min. per ep.;PG-13 - Teens 13 or older;15000;240;496580;2274;19799;350647;11373;13259
